frame,angry,disgust,fear,happy,neutral,sad,surprise,x,y,width,height
12.0,0.28916633129119873,0.00011767441901611164,0.0413365364074707,0.0013832319527864456,0.327386736869812,0.3382704555988312,0.0023391074500977993,191.0,77.0,690.0,690.0
13.0,0.2691182792186737,0.00010189749445999041,0.04087609052658081,0.0013283692533150315,0.34151023626327515,0.3443972170352936,0.0026678629219532013,190.0,75.0,694.0,694.0
14.0,0.28785067796707153,7.942999218357727e-05,0.031039506196975708,0.0012159530306234956,0.39233875274658203,0.28559866547584534,0.0018770487513393164,185.0,73.0,696.0,696.0
15.0,0.296731173992157,6.48138957330957e-05,0.033079132437705994,0.0007632262422703207,0.3370254337787628,0.33068159222602844,0.0016545987455174327,177.0,68.0,714.0,714.0
16.0,0.2613581717014313,7.773381366860121e-05,0.046295277774333954,0.0012386605376377702,0.36495426297187805,0.3229089379310608,0.003166984533891082,180.0,75.0,704.0,704.0
17.0,0.34438538551330566,7.947281119413674e-05,0.037037719041109085,0.0009395171655341983,0.2849554121494293,0.3303697109222412,0.002232798608019948,178.0,73.0,708.0,708.0
18.0,0.3800962269306183,7.048631960060447e-05,0.03466666862368584,0.0009754205239005387,0.29877200722694397,0.2833753526210785,0.002043764805421233,178.0,75.0,707.0,707.0
19.0,0.3622475862503052,0.00011420937516959384,0.036131929606199265,0.0011067383456975222,0.2934877276420593,0.30457279086112976,0.0023389942944049835,184.0,76.0,698.0,698.0
20.0,0.300822377204895,6.680907972622663e-05,0.03084910847246647,0.0013134741457179189,0.35691335797309875,0.3076885938644409,0.0023463547695428133,180.0,80.0,696.0,696.0
21.0,0.3177267909049988,8.143933519022539e-05,0.03676127642393112,0.0013105442048981786,0.3411703109741211,0.2997071444988251,0.0032425117678940296,177.0,78.0,702.0,702.0
22.0,0.3213536739349365,9.668331767898053e-05,0.028470145538449287,0.0013212132034823298,0.33275648951530457,0.3140938878059387,0.0019079033518210053,178.0,79.0,698.0,698.0
23.0,0.28437748551368713,0.00011455218191258609,0.03758237883448601,0.0013822211185470223,0.3368287682533264,0.33534955978393555,0.004365044645965099,184.0,85.0,688.0,688.0
24.0,0.3228263258934021,0.00012557032459881157,0.04301804304122925,0.0013206866569817066,0.3024846315383911,0.32620513439178467,0.004019639920443296,182.0,87.0,691.0,691.0
25.0,0.37096482515335083,0.00013950590800959617,0.042346201837062836,0.0012948473449796438,0.2629297077655792,0.31817761063575745,0.004147370345890522,182.0,87.0,691.0,691.0
26.0,0.3438464105129242,8.944454020820558e-05,0.03767602518200874,0.001066081807948649,0.2894568145275116,0.3238457143306732,0.004019417800009251,176.0,84.0,699.0,699.0
27.0,0.3010881245136261,9.985607903217897e-05,0.04155740141868591,0.0011595992837101221,0.3117164969444275,0.3382948040962219,0.006083727348595858,177.0,86.0,694.0,694.0
28.0,0.35557499527931213,0.0001427526876796037,0.041662540286779404,0.0014559216797351837,0.2816682457923889,0.3146657347679138,0.004829719662666321,178.0,84.0,695.0,695.0
29.0,0.3645675480365753,0.00012330137542448938,0.04222053289413452,0.0013717376859858632,0.28059738874435425,0.30598190426826477,0.005137525498867035,176.0,83.0,698.0,698.0
30.0,0.3703431785106659,8.682956831762567e-05,0.03206890448927879,0.0009151342092081904,0.28327813744544983,0.30849581956863403,0.004812024533748627,173.0,79.0,705.0,705.0
31.0,0.3070228099822998,0.00010949453280773014,0.035396602004766464,0.0016031624982133508,0.3411499559879303,0.3111931085586548,0.00352486246265471,180.0,86.0,690.0,690.0
32.0,0.32422950863838196,0.00011858692596433684,0.03968013450503349,0.0013364169280976057,0.3021823465824127,0.32730215787887573,0.005150850396603346,178.0,85.0,694.0,694.0
33.0,0.31623032689094543,7.780648593325168e-05,0.0386585034430027,0.0009037557174451649,0.31779348850250244,0.3209175169467926,0.005418531130999327,175.0,85.0,697.0,697.0
34.0,0.31777840852737427,8.593599341111258e-05,0.03921322524547577,0.0012215633178129792,0.31309235095977783,0.32282570004463196,0.005782790016382933,177.0,85.0,695.0,695.0
35.0,0.3036065995693207,9.958979353541508e-05,0.039049506187438965,0.0013696439564228058,0.30887845158576965,0.34267905354499817,0.004317139741033316,178.0,87.0,691.0,691.0
36.0,0.30004245042800903,8.112497016554698e-05,0.03738017752766609,0.0013033848954364657,0.3404865860939026,0.316017746925354,0.004688519984483719,176.0,85.0,694.0,694.0
37.0,0.29305827617645264,8.625839836895466e-05,0.03856467828154564,0.0013655027141794562,0.3444141149520874,0.31591150164604187,0.006599667947739363,176.0,85.0,695.0,695.0
38.0,0.27877989411354065,0.00011480291868792847,0.036834996193647385,0.0018141730688512325,0.3448321223258972,0.334509015083313,0.003115035593509674,179.0,87.0,688.0,688.0
39.0,0.26611363887786865,6.550393300130963e-05,0.03983341529965401,0.0011882508406415582,0.3671085834503174,0.32052356004714966,0.005167101975530386,175.0,85.0,694.0,694.0
40.0,0.26785969734191895,0.00013532965385820717,0.04019405320286751,0.0025227272417396307,0.3533567786216736,0.3328484892845154,0.0030829496681690216,179.0,88.0,687.0,687.0
41.0,0.24050307273864746,8.065894508035854e-05,0.03520684689283371,0.002051751594990492,0.39157602190971375,0.3275158703327179,0.003065764904022217,176.0,87.0,689.0,689.0
42.0,0.2449818253517151,9.240540384780616e-05,0.038678113371133804,0.002101657446473837,0.40150853991508484,0.3094421923160553,0.0031952443532645702,174.0,87.0,691.0,691.0
43.0,0.24497835338115692,0.00010604143608361483,0.036270301789045334,0.0024242671206593513,0.42558780312538147,0.28772833943367004,0.0029048677533864975,176.0,86.0,687.0,687.0
44.0,0.1936759203672409,5.89849405514542e-05,0.030556557700037956,0.002082434017211199,0.5041637420654297,0.2650223672389984,0.004439934156835079,173.0,84.0,691.0,691.0
45.0,0.19944298267364502,0.00012570912076625973,0.03199976310133934,0.003978688269853592,0.46206220984458923,0.30022862553596497,0.0021619994658976793,176.0,84.0,691.0,691.0
46.0,0.1531011015176773,0.00011121312127215788,0.030542273074388504,0.00519444327801466,0.5630387663841248,0.24622578918933868,0.0017863726243376732,179.0,81.0,686.0,686.0
47.0,0.10074757784605026,0.00014569763152394444,0.022546760737895966,0.019927188754081726,0.7069344520568848,0.14871178567409515,0.0009865928441286087,183.0,84.0,679.0,679.0
48.0,0.1261838674545288,0.00016684159345459193,0.02360389567911625,0.026396768167614937,0.6735600233078003,0.14966033399105072,0.0004282589943613857,188.0,88.0,668.0,668.0
49.0,0.10053190588951111,0.0005100942216813564,0.01664925180375576,0.08174197375774384,0.7000822424888611,0.10003332793712616,0.0004512285231612623,192.0,88.0,664.0,664.0
50.0,0.0995464101433754,0.00036993782850913703,0.014250077307224274,0.09997251629829407,0.6860799193382263,0.09929315000772476,0.000488058605697006,187.0,82.0,672.0,672.0
51.0,0.08961319923400879,0.0003059631562791765,0.014944936148822308,0.14801310002803802,0.6407498717308044,0.10607687383890152,0.00029596270178444684,179.0,74.0,685.0,685.0
52.0,0.08317561447620392,0.0006852286169305444,0.02503081038594246,0.2676136791706085,0.5183033347129822,0.10470700263977051,0.0004843243514187634,180.0,75.0,676.0,676.0
53.0,0.04991809278726578,0.0002704165526665747,0.008346994407474995,0.3719640076160431,0.5218909978866577,0.04731506481766701,0.0002944753796327859,188.0,78.0,670.0,670.0
54.0,0.03849855065345764,0.00017098434909712523,0.015619517304003239,0.3342183232307434,0.5660523772239685,0.045218389481306076,0.00022177489881869406,176.0,71.0,682.0,682.0
55.0,0.018112799152731895,0.00013764282630290836,0.004716085735708475,0.758492112159729,0.19285793602466583,0.02561270445585251,7.067051046760753e-05,181.0,78.0,671.0,671.0
56.0,0.013966215774416924,9.557938028592616e-05,0.004106979817152023,0.6733077168464661,0.27374470233917236,0.03470827639102936,7.055961032165214e-05,179.0,78.0,672.0,672.0
57.0,0.03413516283035278,0.00016078611952252686,0.010805664584040642,0.514840304851532,0.40945932269096375,0.030275151133537292,0.00032355173607356846,181.0,74.0,669.0,669.0
58.0,0.024702396243810654,0.00011454302875790745,0.008347934111952782,0.5287405848503113,0.4175046384334564,0.020448023453354836,0.000141961092595011,179.0,72.0,673.0,673.0
59.0,0.02479274570941925,6.97492141625844e-05,0.007321473676711321,0.34056556224823,0.5977864265441895,0.029402850195765495,6.117033626651391e-05,176.0,68.0,680.0,680.0
60.0,0.03357436880469322,8.699087629793212e-05,0.008935624733567238,0.28661003708839417,0.628098726272583,0.04260014370083809,9.410353959538043e-05,176.0,67.0,682.0,682.0
61.0,0.018688173964619637,0.00017918445519171655,0.005373904015868902,0.7364046573638916,0.2115369737148285,0.027718549594283104,9.853656229097396e-05,181.0,66.0,679.0,679.0
62.0,0.023407159373164177,0.00016541205695830286,0.005858469754457474,0.7912231683731079,0.14067862927913666,0.038562338799238205,0.00010481972276465967,172.0,63.0,689.0,689.0
63.0,0.02154718153178692,0.00017081615806091577,0.0062986514531075954,0.8046830892562866,0.1376972198486328,0.0295134037733078,8.969887130660936e-05,174.0,65.0,685.0,685.0
64.0,0.016074899584054947,0.00016717513790354133,0.007026811130344868,0.9091878533363342,0.0515579953789711,0.015740660950541496,0.00024459106498397887,182.0,68.0,677.0,677.0
65.0,0.007101593539118767,7.034440204733983e-05,0.0024184847716242075,0.9659516215324402,0.019147736951708794,0.005251917988061905,5.8275862102163956e-05,189.0,74.0,664.0,664.0
66.0,0.005644781515002251,5.178196443011984e-05,0.0022910551633685827,0.9613785147666931,0.024981316179037094,0.005570007022470236,8.254155545728281e-05,184.0,70.0,673.0,673.0
67.0,0.01244056411087513,8.038821397349238e-05,0.004757982213050127,0.9713802933692932,0.0061407084576785564,0.0048746573738753796,0.0003253367030993104,184.0,68.0,678.0,678.0
68.0,0.009231395088136196,7.560107769677415e-05,0.0045279632322490215,0.9766932129859924,0.005800512153655291,0.0034165936522185802,0.00025488465325906873,186.0,72.0,672.0,672.0
69.0,0.008071229793131351,8.247170626418665e-05,0.0035451888106763363,0.9743024706840515,0.009404509328305721,0.00440794974565506,0.00018610365805216134,186.0,73.0,671.0,671.0
70.0,0.010359941981732845,7.63381103752181e-05,0.0035187723115086555,0.9512962102890015,0.026842381805181503,0.007822145707905293,8.426883141510189e-05,181.0,71.0,676.0,676.0
71.0,0.02775411680340767,0.0003137441526632756,0.00693140272051096,0.9150229096412659,0.03228842839598656,0.01743430458009243,0.00025501599884591997,179.0,71.0,679.0,679.0
72.0,0.0404149554669857,0.0002682028862182051,0.014718995429575443,0.8339419364929199,0.07574856281280518,0.034661050885915756,0.00024634975125081837,178.0,73.0,677.0,677.0
73.0,0.11672145873308182,5.6809156376402825e-05,0.16131150722503662,0.12366226315498352,0.15923044085502625,0.43633848428726196,0.0026790588162839413,75.0,104.0,93.0,93.0
73.0,0.022249765694141388,0.0001469894777983427,0.01274587120860815,0.8369252681732178,0.09984361380338669,0.02790648862719536,0.0001820528123062104,179.0,74.0,673.0,673.0
74.0,0.116346076130867,5.698429231415503e-05,0.160925954580307,0.1243838220834732,0.1587473452091217,0.43684837222099304,0.002691421424970031,75.0,104.0,93.0,93.0
74.0,0.03354526311159134,0.0002924119762610644,0.009258472360670567,0.8735336065292358,0.05896453186869621,0.02418077550828457,0.00022477551829069853,179.0,73.0,677.0,677.0
75.0,0.008683986961841583,9.513743134448305e-05,0.0027566838543862104,0.9328708648681641,0.047131989151239395,0.008409760892391205,5.1544353482313454e-05,183.0,77.0,669.0,669.0
76.0,0.008975107222795486,7.333102985285223e-05,0.003928333520889282,0.9577460885047913,0.02128230221569538,0.00791639182716608,7.84433213993907e-05,184.0,78.0,665.0,665.0
77.0,0.008301632478833199,8.050208271015435e-05,0.0026586877647787333,0.9630172252655029,0.020732393488287926,0.0051321303471922874,7.735698454780504e-05,184.0,74.0,671.0,671.0
78.0,0.009482589550316334,7.11382381268777e-05,0.004434643313288689,0.9564758539199829,0.021828681230545044,0.007619979325681925,8.697523298906162e-05,183.0,76.0,669.0,669.0
79.0,0.010310006327927113,0.00010414186544949189,0.004470868967473507,0.9269710779190063,0.04568120837211609,0.012376250699162483,8.641884778626263e-05,183.0,78.0,669.0,669.0
80.0,0.012909788638353348,0.00016767288616392761,0.00351182883605361,0.933984637260437,0.03951292857527733,0.009840041399002075,7.313819514820352e-05,184.0,78.0,669.0,669.0
81.0,0.01226735021919012,0.0001440471678506583,0.003929488360881805,0.9247214794158936,0.04673023521900177,0.012130914255976677,7.651543273823336e-05,183.0,78.0,670.0,670.0
82.0,0.009846778586506844,0.00012985563080292195,0.0031782789155840874,0.9238824844360352,0.05021533742547035,0.012686144560575485,6.111079710535705e-05,184.0,80.0,668.0,668.0
83.0,0.006018785759806633,8.881570829544216e-05,0.0021962348837405443,0.939821720123291,0.041775040328502655,0.010048573836684227,5.0852202548412606e-05,184.0,82.0,665.0,665.0
84.0,0.012338612228631973,0.00010503323574084789,0.004408028908073902,0.9331628680229187,0.037560440599918365,0.012355975806713104,6.906903581693769e-05,184.0,81.0,665.0,665.0
85.0,0.02131594903767109,9.90588087006472e-05,0.0071942806243896484,0.9378378391265869,0.02174409292638302,0.011671452783048153,0.0001372507103951648,183.0,77.0,676.0,676.0
86.0,0.04473203793168068,0.0002467392187099904,0.014953343197703362,0.9073238968849182,0.018324173986911774,0.013847887516021729,0.000571887067053467,181.0,73.0,681.0,681.0
87.0,0.026405658572912216,0.00021375853975769132,0.009164625778794289,0.904538631439209,0.0384523831307888,0.020926186814904213,0.00029870288562960923,179.0,74.0,681.0,681.0
88.0,0.02860480733215809,0.00023472266911994666,0.008148699067533016,0.9184950590133667,0.03008120134472847,0.014174677431583405,0.00026093170163221657,182.0,76.0,677.0,677.0
89.0,0.020081255584955215,0.0002693085989449173,0.007353050168603659,0.8646610975265503,0.08245670795440674,0.02497009001672268,0.00020854204194620252,180.0,76.0,676.0,676.0
90.0,0.011586152017116547,0.00012902525486424565,0.003284335369244218,0.9513028860092163,0.025844423100352287,0.007748673669993877,0.00010444948566146195,185.0,80.0,671.0,671.0
91.0,0.011657931841909885,0.00010364423360442743,0.0033158676233142614,0.9317264556884766,0.042119577527046204,0.01100453082472086,7.192369957920164e-05,184.0,80.0,671.0,671.0
92.0,0.013950311578810215,0.0001402294001309201,0.004448411054909229,0.9294028282165527,0.04038325697183609,0.011563731357455254,0.00011122199794044718,184.0,79.0,672.0,672.0
93.0,0.008076619356870651,6.385087181115523e-05,0.002331871073693037,0.9594626426696777,0.024219918996095657,0.005789258051663637,5.5774311476852745e-05,185.0,81.0,670.0,670.0
94.0,0.027533190324902534,0.0003349579346831888,0.007105292286723852,0.9026012420654297,0.045654986053705215,0.016496408730745316,0.00027381640393286943,181.0,75.0,678.0,678.0
95.0,0.008579488843679428,0.0001251804642379284,0.0029544902499765158,0.9372974634170532,0.0408659391105175,0.010104896500706673,7.250114867929369e-05,183.0,79.0,671.0,671.0
96.0,0.051333680748939514,0.0003317568334750831,0.019210439175367355,0.8080334067344666,0.07447797805070877,0.046209778636693954,0.00040296194492839277,177.0,75.0,680.0,680.0
97.0,0.014212106354534626,0.0002105581370415166,0.004621609579771757,0.8853107690811157,0.07490570843219757,0.02062145061790943,0.0001178195743705146,181.0,79.0,672.0,672.0
98.0,0.0656144917011261,0.0004272513324394822,0.03572025150060654,0.7804889678955078,0.076492078602314,0.040289413183927536,0.000967640895396471,175.0,71.0,685.0,685.0
99.0,0.04245058819651604,0.0002999147109221667,0.026317423209547997,0.7999256253242493,0.08980736881494522,0.04046819731593132,0.0007308910135179758,175.0,73.0,682.0,682.0
100.0,0.044991470873355865,0.0003515839343890548,0.022262677550315857,0.8274474143981934,0.061257101595401764,0.04300179332494736,0.0006881536683067679,176.0,74.0,681.0,681.0
101.0,0.02231481857597828,0.000291250878944993,0.006511881947517395,0.8433393239974976,0.09819070249795914,0.029180683195590973,0.00017132176435552537,180.0,79.0,673.0,673.0
102.0,0.057365044951438904,0.00035251042572781444,0.023723706603050232,0.7970890402793884,0.06999839097261429,0.05098433792591095,0.00048697777674533427,176.0,75.0,680.0,680.0
103.0,0.06619590520858765,0.000442370364908129,0.029818128794431686,0.7504889369010925,0.08456796407699585,0.06791722029447556,0.0005695433355867863,177.0,77.0,676.0,676.0
104.0,0.06647096574306488,0.0003395560197532177,0.04753006994724274,0.7004616260528564,0.12214811146259308,0.06228511035442352,0.0007645557052455842,175.0,74.0,681.0,681.0
105.0,0.05997289717197418,0.00034338439581915736,0.022235983982682228,0.7415148019790649,0.11364942789077759,0.06200804561376572,0.0002754107699729502,178.0,76.0,677.0,677.0
106.0,0.015318124555051327,0.00019271935161668807,0.004539034329354763,0.8579661846160889,0.0963074192404747,0.025574948638677597,0.00010167632717639208,181.0,80.0,670.0,670.0
107.0,0.027310241013765335,0.00019303963927086443,0.01211665291339159,0.8165757060050964,0.09666407853364944,0.04690670967102051,0.0002336485922569409,179.0,79.0,672.0,672.0
108.0,0.02851414494216442,0.00022466949303634465,0.011762850917875767,0.8155457377433777,0.09679041057825089,0.04690539464354515,0.0002568264026194811,179.0,79.0,672.0,672.0
109.0,0.023498011752963066,0.0002521208953112364,0.009259565733373165,0.8865203261375427,0.05366218462586403,0.026536019518971443,0.00027186228544451296,176.0,77.0,678.0,678.0
110.0,0.07135617733001709,0.00041597874951548874,0.03069361299276352,0.7574915885925293,0.08334583044052124,0.05626966431736946,0.00042713561560958624,175.0,75.0,680.0,680.0
111.0,0.04223984107375145,0.00018970129895024002,0.016671251505613327,0.8012062907218933,0.09960922598838806,0.039774324744939804,0.0003093687701039016,173.0,72.0,685.0,685.0
112.0,0.061890680342912674,0.00029775340226478875,0.02521519549190998,0.7772449254989624,0.07606573402881622,0.05888989567756653,0.0003957779845222831,174.0,74.0,682.0,682.0
113.0,0.03771800175309181,0.00023761291231494397,0.009422299452126026,0.8493368029594421,0.0665556862950325,0.036459408700466156,0.0002702189376577735,172.0,74.0,685.0,685.0
114.0,0.0690855011343956,0.00048283295473083854,0.03737230971455574,0.6299362778663635,0.1661342978477478,0.09613289684057236,0.0008558459230698645,174.0,73.0,682.0,682.0
115.0,0.09209838509559631,0.000540314067620784,0.03474663943052292,0.6947281956672668,0.08919762820005417,0.08800040185451508,0.0006884856265969574,174.0,75.0,681.0,681.0
116.0,0.07229338586330414,0.0003001771110575646,0.02131493203341961,0.6018129587173462,0.2002924531698227,0.10353664308786392,0.00044937108759768307,172.0,73.0,687.0,687.0
117.0,0.13164836168289185,0.0003590309643186629,0.08479749411344528,0.5218530297279358,0.10776303708553314,0.1521218866109848,0.0014571725623682141,170.0,72.0,686.0,686.0
118.0,0.06382035464048386,0.00113917444832623,0.019258517771959305,0.6947227120399475,0.14502346515655518,0.07512705028057098,0.0009087723447009921,180.0,74.0,678.0,678.0
119.0,0.10446411371231079,0.0004628301248885691,0.03313618525862694,0.07744757831096649,0.5620108246803284,0.22196064889431,0.0005178135470487177,181.0,75.0,672.0,672.0
120.0,0.17440690100193024,0.0007872032001614571,0.06055411323904991,0.020648546516895294,0.48675861954689026,0.25630897283554077,0.0005355587927624583,186.0,76.0,664.0,664.0
121.0,0.24082142114639282,0.0008201265009120107,0.04716457426548004,0.008514403365552425,0.405268132686615,0.29665184020996094,0.0007594618364237249,186.0,73.0,664.0,664.0
122.0,0.14297665655612946,0.00017594355449546129,0.045934032648801804,0.0011386923724785447,0.43679359555244446,0.3714462220668793,0.0015348484739661217,171.0,68.0,687.0,687.0
123.0,0.1391342282295227,7.931052823550999e-05,0.05339065194129944,0.0011305161751806736,0.41227462887763977,0.391940176486969,0.002050495008006692,171.0,71.0,686.0,686.0
124.0,0.157145693898201,0.00012264725228305906,0.0537036769092083,0.0012477622367441654,0.4008757472038269,0.3847959339618683,0.0021085217595100403,172.0,71.0,687.0,687.0
125.0,0.26596468687057495,0.00012321316171437502,0.016776150092482567,0.0015607749810442328,0.3798620402812958,0.335266649723053,0.0004464677185751498,164.0,69.0,699.0,699.0
126.0,0.28501012921333313,7.647967868251726e-05,0.013635970652103424,0.000986850238405168,0.3249205946922302,0.37499701976776123,0.0003729933814611286,165.0,69.0,703.0,703.0
127.0,0.2195926159620285,0.00012219292693771422,0.018893910571932793,0.0015155079308897257,0.44529008865356445,0.3141276240348816,0.00045797930215485394,168.0,71.0,695.0,695.0
128.0,0.21448618173599243,9.353087079944089e-05,0.016511818394064903,0.001269612810574472,0.4196512997150421,0.34752362966537476,0.0004639827529899776,169.0,72.0,695.0,695.0
129.0,0.18176917731761932,0.00012692609743680805,0.02499764785170555,0.0013342153979465365,0.44705885648727417,0.34404146671295166,0.0006717442302033305,172.0,76.0,686.0,686.0
130.0,0.18644298613071442,0.00010057229519588873,0.02960316091775894,0.001556319184601307,0.42590194940567017,0.3558039963245392,0.0005910128238610923,172.0,77.0,685.0,685.0
131.0,0.17544704675674438,0.00010259178088745102,0.027638563886284828,0.0014205332845449448,0.4572685956954956,0.3373119831085205,0.0008106824825517833,174.0,77.0,685.0,685.0
132.0,0.18276049196720123,7.826522778486833e-05,0.03637562319636345,0.0013640321558341384,0.3820734918117523,0.3963819742202759,0.0009661327349022031,177.0,80.0,679.0,679.0
133.0,0.15905295312404633,0.00010937263141386211,0.029646115377545357,0.0017698380397632718,0.4728553891181946,0.33581286668777466,0.0007534888572990894,173.0,78.0,686.0,686.0
134.0,0.1788967400789261,9.265485277865082e-05,0.029477939009666443,0.0013802624307572842,0.44348353147506714,0.34575584530830383,0.0009130997932516038,174.0,76.0,686.0,686.0
135.0,0.1695612072944641,0.00010802292672451586,0.027966439723968506,0.001965259900316596,0.47363781929016113,0.3258981704711914,0.0008631221717223525,173.0,77.0,688.0,688.0
136.0,0.1684390753507614,0.00013130616571288556,0.02997228503227234,0.0019818067084997892,0.4616565406322479,0.3369966447353363,0.0008222726755775511,173.0,77.0,687.0,687.0
137.0,0.1736639440059662,9.746859723236412e-05,0.02182834781706333,0.0024288813583552837,0.4694066345691681,0.3319253623485565,0.0006494898698292673,169.0,74.0,694.0,694.0
138.0,0.2294161468744278,9.458072599954903e-05,0.024215003475546837,0.0030528558418154716,0.42811283469200134,0.31441938877105713,0.0006892190431244671,171.0,77.0,691.0,691.0
139.0,0.17152568697929382,0.00012811207852791995,0.030900904908776283,0.0037488858215510845,0.5153288245201111,0.2777705490589142,0.0005970429047010839,172.0,78.0,688.0,688.0
140.0,0.14173740148544312,0.00010243003634968773,0.04444069042801857,0.002086813561618328,0.4523562788963318,0.3578016459941864,0.0014746935339644551,176.0,80.0,680.0,680.0
141.0,0.13741843402385712,8.323210931848735e-05,0.04746835306286812,0.0015840394189581275,0.4474382996559143,0.36463725566864014,0.0013703738804906607,178.0,82.0,677.0,677.0
142.0,0.16752716898918152,9.144253999693319e-05,0.028856011107563972,0.0023067803122103214,0.4861101806163788,0.3143196403980255,0.0007888036197982728,176.0,78.0,685.0,685.0
143.0,0.19653546810150146,0.00018138806626666337,0.045763250440359116,0.0016985009424388409,0.38533592224121094,0.3694021999835968,0.0010832503903657198,180.0,79.0,676.0,676.0
144.0,0.21141742169857025,0.00013437408779282123,0.04078255593776703,0.0009511631214991212,0.3610973358154297,0.38486894965171814,0.0007482044165953994,177.0,76.0,682.0,682.0
145.0,0.21780502796173096,0.00013283568841870874,0.0380808562040329,0.00121035217307508,0.39417439699172974,0.3478684425354004,0.0007280767313204706,172.0,75.0,688.0,688.0
146.0,0.24001723527908325,0.00017684363410808146,0.048529963940382004,0.0005806591943837702,0.3016395568847656,0.40835142135620117,0.00070433528162539,177.0,76.0,685.0,685.0
147.0,0.2467573881149292,0.00017871563613880426,0.05172092840075493,0.0005200286395847797,0.2945052981376648,0.4050337076187134,0.001283933874219656,176.0,77.0,681.0,681.0
148.0,0.3161226212978363,0.00024397189554292709,0.047464970499277115,0.00039932344225235283,0.2404714971780777,0.39439108967781067,0.0009065545746125281,178.0,78.0,679.0,679.0
149.0,0.2867836356163025,0.00020268023945391178,0.048475492745637894,0.000439171155449003,0.2866668701171875,0.37633079290390015,0.0011013755574822426,178.0,80.0,677.0,677.0
150.0,0.29600992798805237,0.00019632351177278906,0.03763636201620102,0.0005428544827736914,0.33506694436073303,0.32941746711730957,0.0011301301419734955,181.0,82.0,669.0,669.0
151.0,0.2776494026184082,0.00014539959374815226,0.045537784695625305,0.00032654861570335925,0.30059748888015747,0.3749454915523529,0.0007979084039106965,178.0,81.0,676.0,676.0
152.0,0.3003738820552826,0.00019303288718219846,0.04530566558241844,0.00043291095062159,0.2959555387496948,0.3568246066570282,0.0009143798379227519,179.0,83.0,672.0,672.0
153.0,0.2764676809310913,0.0001595220237504691,0.0501193031668663,0.0003029760846402496,0.2840653359889984,0.38788414001464844,0.0010010486003011465,181.0,83.0,673.0,673.0
154.0,0.27283158898353577,0.0002261337940581143,0.05859881639480591,0.0005145051400177181,0.2766505777835846,0.38883715867996216,0.0023412294685840607,179.0,84.0,676.0,676.0
155.0,0.31303468346595764,0.00022413958504330367,0.05611981078982353,0.0006162081263028085,0.27991151809692383,0.34796908497810364,0.0021244629751890898,177.0,84.0,680.0,680.0
156.0,0.3844718635082245,0.00031784301972948015,0.04050838202238083,0.0007277043769136071,0.2423929125070572,0.33048999309539795,0.0010912790894508362,173.0,82.0,687.0,687.0
157.0,0.2842973470687866,0.00036245479714125395,0.07755082100629807,0.0009659913484938443,0.28023260831832886,0.3530421555042267,0.003548608860000968,176.0,84.0,681.0,681.0
